UserId,ItemId
325,1135 191 30 1147 2175 1 4 87 99 2882 113 1873 712 1160 2281 124 2725 127 1243 1170 2764 880 1977 170 58 309 339 3100 356 366 368 378 1734 411 63 278 2601 1559 2622 1525 1933 66 257 241 841 305 2270 1584 897 1120
326,94 2092 81 565 411 11 1592 651 387 86 838 761 67 957 1144 145 85 354 2539 2 1294 288 422 21 2147 1169 362 1080 2642 1432 3042 1819 53 36 1300 865 823 17 2292 2318 357 1873 1847 985 3196 2500 1708 213 59 61
327,2158 2273 22 886 909 1043 1084 38 1287 1448 1596 249 2227 76 2219 2207 153 2087 1524 2902 67 0 2867 2706 599 3185 2780 949 663 66 2129 1709 1564 536 1739 277 443 243 1959 680 1630 1707 329 1162 1285 716 856 1050 678 1586
328,1001 2347 2000 723 241 2581 1321 671 1924 1459 1726 1550 1 765 2313 1709 1544 3196 952 368 244 170 362 852 1037 558 928 2469 118 2440 1186 861 2129 2092 1342 659 1941 432 290 1647 84 2246 258 2999 1869 304 1189 2747 2167 2970
329,51 129 1908 1843 21 271 2601 2725 354 230 11 84 2394 382 2008 1160 36 2151 2393 1827 2468 1525 1108 1197 3166 82 768 698 63 206 1776 156 2863 2116 44 1464 1531 897 2000 2029 638 250 704 1873 375 978 0 87 1239 1597
330,1448 21 1014 638 2568 1851 290 1548 1328 1738 59 2440 1340 2960 1158 282 1489 115 2848 118 2720 2094 1060 521 1648 2124 1401 30 2529 2069 423 1621 2001 2393 2925 815 1535 2999 51 368 3113 176 1811 539 561 1524 11 2888 2125 1084
331,2867 1035 11 1293 0 1091 21 22 129 404 993 174 438 979 1540 2239 93 2292 1498 55 730 2408 581 213 3050 1906 1981 3085 1518 1708 2413 1524 1017 288 82 1586 2642 1856 3139 912 370 4 2997 1368 153 1358 2941 1030 2603 1089
332,2523 1744 2408 1784 564 2885 3036 2892 1833 33 2390 539 2654 1573 1338 167 115 467 2802 190 2994 2039 754 2617 1124 1990 1533 2555 2754 254 2954 2135 562 3124 2603 161 1385 2958 2813 748 1794 2827 2128 2547 365 877 206 285 101 2946
333,163 460 2361 1335 2963 1453 337 2389 759 2816 1385 411 213 1 4 6 1221 2986 144 211 2819 2747 404 530 1813 2134 2794 698 94 1603 272 2065 1631 70 1144 2526 1907 61 210 2 717 173 491 3 2393 2326 273 2706 1351 2940
334,1882 1321 754 1034 1097 592 2582 1680 152 595 3024 2866 61 2138 1464 7 1584 326 2176 1744 3113 684 432 1164 1743 206 1556 1174 1001 1771 2853 1238 1429 935 1339 27 1402 876 1709 2230 9 2695 3075 2390 3063 551 2909 56 1412 2767
335,482 1863 1851 338 1845 69 2364 3113 1073 2263 748 365 1090 177 1284 466 1671 167 1693 413 1342 815 824 115 2846 1436 684 648 2428 592 1533 579 2199 539 1864 257 2176 1303 190 1276 366 1133 1171 536 447 2140 9 1569 310 1418
336,442 1351 173 1518 817 103 639 621 21 155 2694 996 17 2949 297 1915 279 335 891 1814 86 2239 129 1091 1709 1323 1340 288 908 970 26 987 0 213 2 943 3185 437 861 909 411 950 3166 471 2642 1239 8 174 370 99
337,2603 21 11 754 1525 1 338 1401 1394 123 2176 1062 1540 537 685 1450 910 886 515 764 857 1429 547 939 411 2254 321 98 2207 551 523 278 861 40 704 912 380 1544 702 2481 1448 2696 1573 1497 1680 88 36 1947 435 1658
338,873 554 549 1605 1399 377 2999 3030 61 1833 1775 360 1759 3082 3118 3149 29 1653 1650 1530 434 1633 332 2545 2506 199 2572 195 2439 1164 2390 255 1064 2271 1062 585 659 2190 2771 2176 681 2896 963 326 1544 19 1671 2634 2800 115
339,542 2655 2039 1145 1257 21 672 1963 1106 2079 1070 1369 1441 775 1667 598 142 435 698 997 1385 954 2910 1997 197 694 1724 2245 2046 357 460 1938 1247 1842 1868 1631 85 2526 536 2523 1448 1741 3088 3119 1316 429 1404 412 2365 942
340,1041 6 0 2 321 174 21 22 3098 348 3196 361 979 993 38 2941 3085 1938 279 438 2747 243 544 3050 535 530 98 435 67 2294 340 1908 191 331 1277 759 2942 908 1724 173 2204 2034 922 1068 1275 509 2200 572 51 3188
341,83 592 3034 2767 410 1647 11 1554 326 10 1319 3075 873 1869 114 2982 2517 98 2000 674 270 659 1262 1621 865 1059 681 1588 1747 2646 357 1533 2677 2764 3149 2719 213 418 2526 1077 1525 876 938 2654 1430 852 2695 1339 585 1079
342,1959 2445 694 1734 1718 1687 1682 1569 1285 282 2220 491 1249 245 38 1510 176 95 716 3050 22 437 1965 3048 812 1952 1171 1 621 1243 1960 1148 122 276 2515 499 87 83 139 871 739 827 1075 934 0 734 1555 1386 2988 244
343,950 1826 3063 2158 103 1321 2519 3069 1077 213 1047 761 2505 506 1314 382 1740 198 1992 1034 2300 85 260 205 2021 1358 3041 2219 2058 302 23 1700 1631 2445 1017 1535 1296 476 675 11 2302 2557 1402 307 1604 2971 1635 1520 2617 231
344,1252 1977 539 1317 713 697 1533 223 2173 91 2781 2022 2019 7 2524 2126 2003 146 2007 618 810 87 2776 1135 2317 1893 305 1896 2882 997 1811 1809 1922 2935 2386 1234 1964 2980 824 25 2987 2572 1701 167 2601 27 2443 1339 1674 3076
345,1556 1176 1156 117 9 516 1004 3011 508 1550 642 298 523 1544 103 2199 640 1533 2063 1605 2017 2189 1744 684 1034 305 1331 2654 336 1276 1109 1235 1703 366 953 585 627 377 200 1882 1115 190 2390 2896 1913 56 712 873 1680 378
346,1525 38 338 1339 1351 305 1960 666 1392 2896 1703 1687 1671 2875 2253 3030 516 539 908 1497 83 1051 592 81 603 7 980 37 2996 1760 1550 1474 2634 323 2254 1922 348 134 1331 87 441 4 936 1688 12 1235 283 2383 2056 123
347,1458 449 2503 44 880 554 2213 43 558 923 69 1377 2069 962 1001 328 2901 2000 0 1746 77 20 2345 1021 66 2289 2848 2557 375 115 2397 1166 3061 96 1471 902 422 495 167 2145 1608 1971 191 1985 2243 2735 418 153 1220 2469
348,443 22 3139 3094 0 32 2996 2609 2452 2440 2136 171 1906 1883 1101 245 557 449 734 808 316 1178 1311 1339 1341 256 1436 649 1497 1346 498 712 88 1256 1775 3 3197 2461 1389 127 1151 509 293 2470 915 825 2812 2489 1014 923
349,1014 2003 728 170 1771 2124 405 378 592 9 2390 2254 798 2703 1584 81 87 432 1864 63 2572 287 3100 27 893 1676 2056 3063 1550 1221 1525 2386 2180 418 356 876 3038 2662 2950 1243 942 257 1695 427 1402 2324 2569 1682 947 11
350,0 1357 2632 680 1682 660 1709 279 2726 2986 1906 1171 349 2058 1448 3101 1065 1035 1015 2179 2721 189 2 1995 1243 93 482 479 1863 1066 579 291 3085 2030 1959 1414 991 476 764 3013 2971 3068 106 2940 909 243 879 134 1250 1293
351,1436 372 2650 435 304 1421 37 3120 1367 256 191 1876 810 2263 2993 2241 1735 1696 123 262 1111 170 1556 852 147 2390 842 2246 83 516 305 1137 32 272 721 1497 3065 367 81 1091 581 1012 4 872 323 1978 268 164 3 163
352,67 7 448 366 2611 466 2511 549 2270 21 23 2735 877 902 909 305 38 2875 1892 2946 1834 1110 1586 1488 1328 477 2696 29 1255 1561 1041 530 689 268 610 1474 690 1171 979 1814 1819 1224 756 82 1907 541 297 2384 2445 1708
353,326 516 1913 595 684 1171 627 748 86 2294 1232 902 2696 3150 1004 1034 39 2176 107 912 58 2564 153 105 2654 67 1754 206 38 2611 2313 1412 1068 2539 1845 2896 1238 2318 2625 2752 1550 1546 2039 7 422 876 993 970 1077 233
354,297 26 21 660 354 1892 2685 2819 165 151 2499 382 213 502 411 346 761 93 11 758 1803 2 229 513 53 1207 205 558 2306 1708 1254 653 1568 2480 67 1294 98 3166 271 1498 651 1492 347 915 104 422 1003 891 1247 386
355,2685 11 634 3188 1832 1891 3193 104 2696 93 92 682 2100 2632 1091 2403 168 67 499 871 2284 716 2994 129 51 722 1511 1635 446 39 2885 758 271 991 1608 2008 719 1131 21 2408 3162 3047 369 3010 2279 2300 291 448 939 2116
356,1550 1733 790 411 1584 1358 1593 702 98 639 1174 2719 2716 161 1544 1017 335 2642 105 239 2746 1882 526 712 1866 957 811 326 2253 1556 2941 41 2092 153 537 2747 585 189 2411 103 260 1102 1856 1029 516 2819 85 1014 2627 2685
357,1904 705 689 634 2251 3187 1019 866 2575 315 962 39 1936 2450 2760 2482 536 1287 499 1732 429 1523 2930 2955 1510 1304 928 1318 1567 2498 155 1941 549 253 2775 3032 92 1888 2289 2632 649 2960 2102 3181 2901 248 1083 986 1799 1043
358,1540 572 2076 154 153 1174 2030 1981 115 2650 3045 3069 1498 3160 772 38 1687 2207 2632 2696 2531 1284 1044 271 997 448 1353 2383 2843 970 2867 958 171 41 45 1960 61 1740 886 134 11 2220 2706 3185 1545 939 372 2557 1511 1077
359,2230 1484 119 2312 1834 1549 1545 805 939 1985 489 43 719 298 1683 1412 341 574 98 1106 1963 1782 604 1488 32 421 1556 816 7 1448 143 161 229 1086 1469 2089 211 1035 1492 1415 1696 3113 499 1898 1170 324 1894 1584 2584 634
360,1771 63 61 2767 2572 523 50 1994 546 1399 666 1233 585 7 1893 638 1190 508 2138 200 1464 68 2654 278 951 1556 910 2896 852 2176 1123 113 1653 786 170 876 124 1607 2752 1986 1576 1942 3100 287 2569 689 2601 3030 1319 1321
361,1 1095 603 509 2971 2950 388 1790 854 134 279 273 2546 210 4 2488 168 2442 702 1174 50 1888 812 309 368 535 949 2248 298 2887 421 282 2646 2749 163 692 2747 1421 83 2071 554 2650 67 3179 69 290 2810 3098 190 2009
362,241 1135 11 631 2352 723 2662 150 728 36 2677 592 1067 152 2386 1754 3129 2202 638 783 2654 205 76 823 605 2153 2432 124 37 309 170 194 2834 2990 47 390 156 2198 2270 2227 132 629 2519 544 1242 1212 704 607 9 1319
363,518 168 1860 844 2719 151 535 2546 142 82 1095 2887 285 374 2618 1171 3179 2700 2646 641 1815 368 89 39 1923 702 127 102 502 2686 997 3061 450 3101 3010 1170 986 1828 503 16 387 2557 42 2089 975 446 1631 382 1237 93
364,484 2289 197 3071 38 1768 2431 44 3125 952 959 175 254 705 1072 1371 414 2072 2691 1154 970 1926 1249 1357 3037 1596 2297 997 610 448 1286 1787 2824 542 634 450 1103 1635 2523 256 769 2709 2022 922 621 1310 1171 1739 960 2483
365,1304 1174 2760 2782 1709 392 3188 2910 1448 437 499 3008 512 67 2204 1798 621 3063 549 3036 1036 1042 2034 2220 1079 145 1040 1089 1069 1796 1180 536 98 2817 1303 421 2008 939 1738 1724 2251 1845 1536 3187 2481 2885 897 3005 92 2419
366,67 881 2294 3106 861 434 137 993 415 1120 411 2910 11 318 805 153 311 761 54 2628 2546 1394 666 1464 233 2793 1576 1160 844 865 2618 174 762 20 1237 537 1358 572 550 1828 7 476 2336 1391 590 2513 138 1185 625 990
367,2423 1550 477 557 597 1817 1918 604 1166 485 1116 2207 1111 20 259 2539 142 143 544 208 2560 2595 1021 953 2624 974 2607 502 1683 1868 2161 2452 1042 104 697 1274 2501 1320 1525 75 1820 338 1103 185 1399 898 1610 102 1772 128
368,165 549 198 717 499 1046 1608 1212 449 1077 683 1144 52 137 530 2220 34 211 651 191 2414 2589 5 1510 1134 153 2375 1491 295 2357 13 2985 570 0 1059 2575 2 2000 273 565 49 1963 1404 492 1434 597 142 83 39 92
369,2935 206 2721 229 2588 272 2563 2452 411 2114 2082 1981 1840 2942 1743 596 1518 1436 3094 1287 1213 979 879 173 1960 1780 1426 908 1658 3185 448 164 2735 1497 108 1834 2176 3105 2220 92 8 1531 1075 1255 482 1171 1490 38 636 331
370,230 1229 1252 1551 597 3016 376 728 448 351 2765 689 422 3193 684 641 1979 1415 2053 1579 477 915 965 1414 1794 1548 1019 2856 2645 1216 2892 2901 1481 179 2925 1156 2934 2489 2488 1736 2667 1014 1726 1731 146 2137 495 1851 1039 1764
371,2213 11 1228 2557 1395 517 1870 21 2685 1069 213 93 448 79 754 39 267 2034 2238 88 811 297 129 939 2229 1197 1368 1892 513 1610 938 2211 380 2819 375 143 243 947 1796 1046 535 85 2073 405 82 1394 816 2503 128 978
372,1771 2281 9 7 2271 1337 2654 63 708 2752 83 411 2950 3149 3017 3030 278 1 1836 87 170 3063 2582 432 516 2767 1220 519 2176 58 2982 2138 1605 2725 876 1001 1893 841 1964 390 2319 1017 550 615 405 1775 2189 2569 2157 27
373,2646 1369 2115 502 104 2297 1555 329 2472 1831 411 512 1936 1258 393 2692 844 2423 1665 685 951 2718 185 2452 1171 279 879 622 20 636 1603 229 902 2191 1084 2837 2413 1867 894 986 210 388 107 26 1702 415 165 2636 58 129
374,319 871 1351 1959 775 2650 9 3085 1110 958 450 467 1358 518 2531 1906 2476 38 1015 888 2297 1523 2875 3 2706 812 2996 2570 3196 13 1030 1518 1145 348 1738 1586 1467 1016 685 2885 2292 2747 1401 3079 997 886 761 240 365 98
375,270 1001 1544 3054 3030 170 2896 516 1232 2319 501 241 366 10 384 305 2654 7 257 2677 38 84 0 1119 754 156 200 206 1933 2612 3113 592 1412 1 1584 11 1556 153 1036 81 2935 2987 2627 2390 22 2211 83 1339 1836 643
376,856 1819 329 3107 1287 1258 2454 1090 151 2618 1038 535 115 2867 89 82 922 2220 1959 2251 1492 2297 134 415 1717 1335 107 1084 2546 403 310 2245 487 1768 477 23 1375 3156 1239 383 2583 997 817 174 680 382 1072 374 252 11
377,2654 113 1366 241 731 100 2530 2572 712 539 1584 1276 61 425 2896 3118 2981 2970 1063 358 1864 281 200 523 1771 1775 2390 1811 508 1833 1873 1913 802 2056 2124 786 2319 1393 2386 1392 206 860 796 2545 1899 498 1232 2254 1235 1319
378,2203 37 1385 1450 2270 1939 2654 63 447 731 1297 577 1135 631 366 326 2730 2644 3076 484 697 15 2711 1573 200 893 585 1552 1863 3186 463 2154 1986 539 271 648 2911 1784 57 277 1164 1756 538 2466 208 1408 1142 2011 2317 638
379,1 83 1145 94 1120 2294 124 66 174 179 2721 470 429 411 2844 309 329 350 2408 4 933 2719 10 2375 1092 163 865 2910 89 435 2854 1918 0 529 649 245 52 1492 2079 3047 2587 1277 383 244 273 535 2790 1593 315 374
380,2847 750 1787 2950 1611 1238 1346 1569 558 2897 989 408 2397 2442 1442 285 2691 2588 1426 262 1436 69 357 2488 22 387 1467 2005 1657 919 1555 1195 1371 1523 2196 610 1936 1512 1891 716 549 3 1071 2297 2840 2463 58 1111 1421 609
381,1110 1525 761 1709 1744 404 9 341 1913 2965 2531 441 2091 69 1680 1721 205 43 2696 1079 2199 1963 1572 1724 2319 1174 427 1070 1339 317 1321 1658 3056 901 113 3082 639 661 42 551 240 206 4 1009 1412 307 2695 2812 1385 1401
382,1780 2362 1383 61 65 1035 949 815 2605 1954 448 2988 1901 1819 2632 1847 2909 561 1389 1854 1041 1346 1674 3048 2488 2461 610 1677 934 2077 2114 242 1038 638 300 1936 1302 2088 1524 482 1148 832 80 414 1832 1380 2158 2830 64 3023
383,122 3168 66 259 2319 1536 43 2007 602 2515 889 2555 1426 1422 1164 1817 326 1139 1386 3085 340 2572 21 2013 206 305 2958 2230 38 15 2390 1790 87 241 189 1351 323 1814 208 2207 27 360 731 293 953 169 3118 877 2735 1584
384,411 1738 2930 115 949 2297 105 273 1146 1558 2135 6 3107 169 70 1094 165 1287 1814 279 340 585 3119 22 255 238 2136 1985 931 1536 1780 1275 134 2423 1258 894 422 926 1658 254 1124 1531 1369 2546 1399 502 1276 990 1229 959
385,378 1063 132 2502 2530 796 2654 754 43 58 2887 200 695 1964 2959 427 2012 731 377 20 1321 783 1477 2107 2448 498 1438 2003 94 1109 103 640 2222 2202 1128 10 278 2910 628 1228 1408 910 3076 1765 1899 790 358 1331 339 2336
386,17 11 1532 1832 720 2702 65 273 947 758 186 340 22 1224 96 1044 183 2867 1051 1158 394 1293 1221 1474 516 922 282 1351 421 348 2034 1710 495 1 2694 1174 1501 101 1371 285 1709 176 1154 2382 64 2476 3139 2292 819 962
387,2896 1350 920 817 1448 480 1544 1679 1911 1934 3064 2136 277 2220 213 2039 362 174 2660 1967 580 952 21 2686 2769 814 2515 235 1110 2129 528 481 305 232 1193 1287 3182 185 1687 886 2432 1158 2625 523 2824 486 1119 1599 27 3198
388,2654 3110 1413 3 1603 229 517 850 997 775 1523 2554 58 86 354 761 1754 1079 213 1782 709 450 989 2071 1154 441 639 603 156 3061 779 107 1438 253 950 61 243 2135 1954 9 54 965 1580 2300 1760 42 186 2276 1070 302
389,638 113 1525 592 2157 723 432 539 2202 11 1135 1319 56 4 1550 87 411 84 546 2725 241 463 2628 1813 290 2823 390 270 165 614 1977 2767 418 1169 1339 2752 1014 368 1174 738 1234 305 139 295 1775 2459 1533 1500 30 2244
390,850 2438 2536 1965 2443 1075 1060 776 283 112 284 921 2515 959 1780 960 2607 176 1674 1425 2169 3 456 2142 1687 2892 1365 1192 1249 1814 2113 1345 612 91 1203 2824 169 211 703 148 374 593 2273 518 247 2781 1171 1540 2000 293
391,477 1148 89 1496 1847 155 39 3168 1207 17 2161 448 1310 374 2423 372 67 354 1892 1273 674 1103 422 415 165 2 313 890 915 2024 1335 288 1898 943 938 1355 641 175 844 2546 1511 3166 1130 2427 172 1386 174 2214 2186 857
392,568 1523 1908 2362 279 2787 949 282 23 1539 1250 2129 3036 2130 47 1186 3068 2440 38 494 2542 1293 1448 702 2204 2054 1668 2022 678 181 545 663 20 1738 91 2219 2774 759 877 259 362 437 2930 302 535 707 189 1883 1938 115
393,1941 1185 2488 346 939 1621 1346 264 107 2442 716 2289 1569 2000 1535 1042 554 709 1849 515 1563 598 2167 1610 2077 2617 1596 638 128 2523 121 2039 694 370 1304 2454 2745 535 1954 1763 1250 1342 536 244 1303 3182 1201 92 2630 1717
394,750 115 1174 11 651 497 2642 1554 1430 151 2276 1682 2719 107 572 311 53 1592 410 1358 844 529 84 105 660 354 3098 761 758 81 1971 1828 415 868 0 128 2926 1185 182 1603 1498 102 467 39 502 98 1683 2039 3042 1171
395,238 103 1287 1709 353 1110 243 382 2255 1891 1635 1523 881 78 99 2926 98 1892 2546 928 636 868 421 3094 2710 1780 1814 1298 1186 970 2689 1065 1555 2801 2707 2058 1277 82 939 72 773 1310 2507 2683 779 370 1908 964 1033 1739
396,171 1978 950 970 1892 229 1017 2940 214 213 198 181 2987 279 1110 1720 1709 134 3050 3069 1541 88 79 1521 3150 661 2557 518 543 546 547 2447 621 2392 639 2361 2347 959 2709 2305 720 2735 2747 809 2795 837 321 320 2058 3172
397,495 1284 276 43 1510 1531 1540 1609 1682 1145 341 1738 1106 1739 138 2522 805 119 2567 466 447 698 637 1084 1780 2 648 0 2389 1648 2673 3050 3039 1908 1094 1687 1158 1466 189 1283 1658 1814 41 1171 76 1110 1717 2273 877 2812
398,2229 506 1021 2490 1659 1548 2394 2654 271 1720 1551 2250 497 2617 1220 1276 2959 63 93 422 1331 618 962 405 2823 2012 738 1740 167 2725 2202 2612 1574 461 11 2870 562 462 12 2496 463 1355 1194 194 2633 1067 897 1985 2056 107
399,3068 2207 2227 2238 2971 2 3085 3081 6 3071 66 3036 3013 3008 2257 2960 2859 2483 2630 2028 1959 111 166 370 608 705 734 866 978 1139 1162 1260 43 1604 1715 2130 1955 1085 169 1758 2178 366 2821 2408 1255 378 949 983 2967 2151
400,1408 21 3185 4 1342 0 897 27 2781 1017 1358 535 2470 730 965 271 58 250 1331 2257 707 288 2488 347 1765 6 2603 189 54 1314 2805 390 386 1293 2997 380 35 1464 1321 411 76 425 358 970 1546 2677 2798 297 1347 331
401,191 3021 422 411 2476 1803 254 3122 1923 1 170 163 36 153 152 150 2294 2893 2625 1259 923 17 1228 957 990 1017 11 1120 124 938 66 2503 3061 460 943 409 54 1160 1879 2448 2719 230 431 1766 1919 1603 2065 1418 2298 515
402,11 544 1395 362 175 974 2834 461 2000 213 1275 526 189 900 490 1432 719 39 723 347 380 1668 98 928 129 1492 957 494 2034 598 1416 1869 763 170 1631 452 93 23 1048 759 412 51 352 290 1752 411 354 1548 2246 1176
403,191 2158 1954 20 1959 1402 1284 3069 1422 1287 756 2309 558 2760 242 937 1656 2452 473 3035 2423 705 2074 1567 1021 902 1849 477 2159 2289 129 16 1043 2463 2674 3125 662 1084 414 1918 434 1576 9 784 2901 1286 926 357 1720 2661
404,467 1399 340 2281 2176 2423 1366 738 923 56 873 798 546 1243 92 83 1339 54 366 854 431 427 411 87 4 263 1813 259 2866 208 813 841 2611 2512 2695 278 537 356 2764 702 270 3082 1297 1953 2574 2771 594 2950 1097 2313
405,2147 1220 1142 1 965 2115 2135 2317 423 2514 2524 2543 2824 170 112 94 2862 3125 1550 519 305 2644 3021 2269 3120 254 1124 746 610 2683 2787 1995 2128 37 1523 2022 745 328 190 2458 1194 2536 2448 1042 712 1565 2347 1249 54 753
406,1550 11 2 1554 84 1409 1321 2254 1067 461 539 305 728 278 257 2271 2662 2572 1584 1873 213 659 3075 508 1044 27 544 1037 98 2270 302 1864 2569 2870 754 1811 1340 40 633 2175 2382 516 643 152 2677 113 2403 893 288 1276
407,102 2264 2312 1898 393 2417 124 1415 2546 315 844 206 2910 1181 104 3107 3010 1116 1304 3113 64 1369 819 84 811 3102 1229 478 2368 1988 43 2764 1493 52 1732 1335 2450 986 2513 621 382 1224 1879 259 20 39 591 151 2719 1427
408,861 67 1554 115 2039 84 270 2313 81 2971 2085 702 170 37 1416 790 326 1117 304 1395 2276 2195 347 54 311 2488 278 2394 1971 649 2542 411 279 1166 2285 3036 21 1131 1558 22 2197 1097 1014 1275 585 388 2389 250 253 3178
409,629 1248 170 1525 546 1573 1164 601 648 1994 516 326 263 1218 1747 1034 338 2121 1550 428 1392 432 1964 785 2896 3149 83 1429 270 366 271 1276 927 115 213 704 1499 1077 2771 2281 3177 157 2081 360 1556 2115 198 1112 1109 1331
410,93 350 1394 142 1170 1173 198 191 354 56 2832 253 153 533 154 422 2448 66 1450 3106 186 1708 11 4 99 380 315 243 513 517 550 2472 411 2725 1754 2292 2702 265 435 1367 2143 976 274 1220 1964 1574 5 730 170 590
411,3030 776 2901 405 1207 638 1659 2190 271 2654 1811 2211 378 43 264 1893 101 2498 2706 1164 200 2198 1143 539 633 1732 1533 1775 290 962 1087 2764 1342 1873 1738 1553 2272 2148 1234 1021 232 2003 2424 2255 481 2959 2781 939 754 29
412,2281 824 2138 84 786 2157 2175 76 358 730 2716 728 713 2846 409 54 2677 668 425 2654 2390 594 607 4 629 1899 1607 3038 1653 1584 167 124 170 1553 1550 206 982 2202 1544 897 1977 1986 270 271 2003 873 2017 2063 1477 2386
413,549 11 422 347 351 1833 3106 690 47 1579 61 151 1135 134 539 182 153 228 2440 14 206 186 938 1519 448 1794 720 1044 922 740 51 1386 2293 32 516 2 94 736 1017 281 2230 1770 9 811 1883 2820 467 30 161 1255
414,213 2110 2049 3042 347 2034 3185 2114 1091 1658 2292 1892 39 435 2375 2376 2476 3107 3110 66 518 1355 421 970 1511 273 18 1042 2294 1510 1518 3085 3198 88 991 2220 3098 1079 565 441 2024 2694 422 2885 645 2721 174 1635 664 2706
415,1041 558 13 768 1531 2345 3193 2403 989 45 52 1892 2909 528 733 641 784 2848 2214 891 2051 1371 2373 2694 44 2416 65 1532 134 51 904 310 1552 2408 93 2673 2151 172 1414 2135 2788 533 1434 454 2284 3114 1522 285 2393 634
416,115 747 2339 253 733 2264 1166 2375 2190 1204 2151 2522 244 1259 2022 28 1020 1090 487 649 477 1346 1657 1709 1717 429 2632 34 694 2630 1912 2587 2113 2024 2039 1598 21 864 534 815 491 2673 1782 254 769 734 928 1238 177 2236
417,2896 553 3118 181 2176 461 283 1339 2882 87 7 1665 1525 756 602 46 649 1674 786 411 951 2440 151 2439 38 2625 187 1004 959 1450 305 9 83 232 175 1288 1905 901 1558 915 2946 926 3038 3113 1229 517 1023 1728 659 124
418,38 166 2745 115 970 1658 978 21 443 1148 1568 461 705 559 82 2051 88 1657 1264 22 1084 939 1936 382 528 1739 437 2000 1342 1709 403 2214 694 3069 448 2801 2035 1821 2054 2264 1154 51 1086 76 1732 1540 1285 0 218 2901
419,2899 2022 1997 983 2227 1511 2816 290 964 2342 2090 21 1402 2393 2683 1174 596 346 2504 86 1523 1074 1197 1791 1401 2828 2880 354 2589 698 2269 1076 1736 1845 1798 827 554 2679 2925 948 870 495 1717 1604 451 341 115 1551 3189 480
420,366 1709 340 1366 2239 1525 1358 22 1964 3011 7 83 3050 273 671 798 84 1351 113 912 1277 176 888 2305 694 1077 123 224 138 189 2044 629 250 1154 283 272 950 67 861 98 2440 970 712 2313 1474 516 842 259 467 2531
421,1164 2254 37 63 3100 1477 592 2877 2148 2903 2572 170 748 366 754 1693 629 1232 87 2882 802 338 2543 1135 1499 1994 1464 2394 1553 1063 2432 577 516 1321 1775 2176 1653 1922 2644 508 704 1753 876 40 1399 2324 2896 2695 642 498
422,939 1821 1448 1823 1948 437 198 1394 1371 752 559 1347 276 1087 2848 857 1293 2726 233 1109 2222 2503 1732 481 2214 978 45 2887 2960 1796 1211 288 77 2745 2400 88 1707 1304 1171 2352 909 1958 1424 2867 279 86 1546 2801 2630 2287
423,1647 43 2760 230 1967 2780 2781 21 11 282 866 2960 1014 423 800 358 3122 205 1766 972 2827 1798 405 2883 1401 2151 2373 2419 249 2362 2450 2285 634 2238 67 1303 638 1448 2145 494 697 466 2124 2607 449 2716 113 447 713 824
424,698 435 1906 1470 1466 2 372 2047 1648 1356 1277 2305 2489 2801 2770 1035 173 106 197 1065 272 1106 217 677 707 404 171 256 1707 2389 54 3107 1785 1406 509 179 596 169 3050 1288 93 347 65 1283 43 3079 32 826 245 97
425,1067 790 815 2077 2107 1331 497 728 640 1701 2003 962 1753 1775 2879 698 749 2314 1525 3187 1206 1553 686 2336 1117 1403 2820 761 1906 1995 1548 1451 1169 1473 230 894 1478 1954 1732 713 1745 578 2834 937 459 2157 564 539 1572 697
426,1041 2196 145 185 2280 2297 129 1985 1938 699 1829 282 1416 64 2934 959 2787 1250 397 315 429 2562 1602 331 2930 2792 965 2258 408 1112 1414 989 350 1760 1294 197 187 3168 1130 20 1798 36 1097 854 3181 2159 422 784 705 1236
427,82 443 2470 754 1873 271 2382 2617 506 221 194 58 2082 1851 88 1 200 4 1473 539 2000 425 2394 2244 2664 2503 2167 1206 1845 2519 947 390 84 278 2581 852 152 2383 526 2841 358 2827 63 145 1733 1726 1067 1402 1087 1621
428,259 1939 1814 83 37 1399 1288 167 366 963 923 796 629 134 172 2136 550 3011 282 318 1775 100 731 2718 1586 2502 146 959 2244 2092 283 2531 2297 67 210 1167 2582 220 2129 2572 2295 1960 2663 256 3056 307 123 1486 737 608
429,481 1171 2264 536 1709 354 67 939 1383 877 0 559 1656 21 2389 1904 1586 1448 1635 579 2965 1674 1823 1211 682 1683 2617 750 870 145 437 638 535 2867 2026 648 515 1042 705 382 1597 698 1052 1958 2960 1021 512 3077 92 39
430,2677 2207 2074 1621 536 405 523 495 1143 21 42 341 682 918 1412 2383 2275 288 1008 1084 2323 3041 2867 2288 2 1597 2445 2251 1284 448 1448 1393 282 2823 786 731 1744 2469 198 1854 1313 2468 1659 3061 3139 3052 3069 638 200 153
431,1086 1732 2362 6 1648 1094 648 528 1148 437 545 1284 610 2848 827 1552 1540 499 229 41 1774 2230 2632 2251 1287 295 989 466 211 2419 538 2094 70 298 2930 1171 2946 2760 1531 1088 857 443 93 336 1810 495 1568 870 2757 1186
432,1091 1451 1394 1331 1293 265 1220 2557 2588 2642 82 1574 86 2746 1042 903 1752 288 722 1835 1964 2065 513 3104 174 45 2034 191 21 1035 843 354 580 1524 173 2185 543 386 2238 872 2292 2100 2769 926 263 938 1108 98 271 559
